Giocatore,Stagione,Squadra,Paese,Competizione,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs.1,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,SCA,SCA90,Passaggio Live,Passaggio Dead,A,Falli,Def.,GCA,GCA90,Passaggio Live.1,Passaggio Dead.1,A.1,Tiri.1,Falli.1,Def..1,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl..1,"Tent,.1",% compl..1,Compl..2,"Tent,.2",% compl..2,Compl..3,"Tent,.3",% compl..3,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,In gioco,Non in gioco,Pun.,PassFil,Scambi,Cross,Rimesse in gioco,Angoli,Conv.,Div.,Dir.,Fuorigioco,Season,Age,Squad,Country,Comp,LgRank,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Lost,Blocks,Sh,Pass,Clr,Err,Matches,PassLive,PassDead,TO,Fld,Def,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Cmp,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,KP,CrsPA,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Off
A. Soumaoro,2022-2023,Bologna,it ITA,1. Serie A,25.0,17.0,11.0,12.0,2.0,5.0,7.0,"71,4",2.0,18.0,13.0,5.0,15.0,40.0,75.0,1.0,Partite,7.0,"0,34",7.0,0.0,0.0,0.0,0.0,1.0,"0,05",1.0,0.0,0.0,0.0,0.0,0.0,996.0,1075.0,"92,7",18518.0,6098.0,358.0,376.0,"95,2",550.0,580.0,"94,8",78.0,95.0,"82,1",0.0,0.0,0.1,0.0,1.0,28.0,1.0,0.0,50.0,1021.0,48.0,47.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Tuia,2022-2023,Lecce,it ITA,1. Serie A,10.0,6.0,6.0,4.0,0.0,3.0,9.0,"33,3",6.0,3.0,1.0,2.0,15.0,25.0,29.0,0.0,Partite,5.0,"0,88",4.0,0.0,0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,142.0,204.0,"69,6",3226.0,1193.0,31.0,42.0,"73,8",82.0,100.0,"82,0",26.0,58.0,"44,8",0.0,0.0,0.1,0.0,1.0,15.0,1.0,1.0,20.0,193.0,11.0,10.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Tuia,2023-2024,Cremonese,it ITA,2. Serie B,7.0,4.0,5.0,2.0,0.0,2.0,2.0,"100,0",0.0,2.0,2.0,0.0,4.0,11.0,8.0,1.0,Partite,1.0,"0,59",1.0,0.0,0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,101.0,117.0,"86,3",2010.0,611.0,30.0,33.0,"90,9",57.0,63.0,"90,5",14.0,16.0,"87,5",0.0,0.0,0.1,0.0,0.0,11.0,2.0,0.0,12.0,107.0,9.0,3.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Vogliacco,2022-2023,Genoa,it ITA,2. Serie B,26.0,15.0,16.0,9.0,1.0,15.0,21.0,"71,4",6.0,18.0,10.0,8.0,16.0,42.0,75.0,0.0,Partite,14.0,"0,77",11.0,1.0,0.0,0.0,0.0,2.0,"0,11",1.0,0.0,0.0,1.0,0.0,0.0,1063.0,1204.0,"88,3",21591.0,9014.0,311.0,336.0,"92,6",600.0,652.0,"92,0",142.0,194.0,"73,2",0.0,0.4,0.7,-0.4,2.0,59.0,2.0,0.0,72.0,1135.0,65.0,46.0,0.0,5.0,1.0,12.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Vogliacco,2023-2024,Genoa,it ITA,1. Serie A,10.0,6.0,5.0,4.0,1.0,5.0,7.0,"71,4",2.0,6.0,3.0,3.0,17.0,27.0,19.0,1.0,Partite,10.0,"1,59",9.0,1.0,0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,213.0,277.0,"76,9",3933.0,1598.0,87.0,95.0,"91,6",98.0,120.0,"81,7",20.0,45.0,"44,4",0.0,0.1,0.2,-0.1,3.0,17.0,5.0,2.0,22.0,240.0,36.0,8.0,0.0,1.0,3.0,28.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bremer,2022-2023,Juventus,it ITA,1. Serie A,29.0,20.0,23.0,5.0,1.0,19.0,26.0,"73,1",7.0,44.0,22.0,22.0,42.0,71.0,120.0,2.0,Partite,27.0,"0,92",21.0,0.0,0.0,0.0,1.0,1.0,"0,03",0.0,0.0,0.0,1.0,0.0,0.0,1503.0,1668.0,"90,1",29183.0,9314.0,501.0,541.0,"92,6",832.0,880.0,"94,5",160.0,217.0,"73,7",1.0,1.7,0.6,-0.7,9.0,38.0,1.0,0.0,54.0,1607.0,59.0,22.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bremer,2023-2024,Juventus,it ITA,1. Serie A,41.0,29.0,24.0,14.0,3.0,16.0,23.0,"69,6",7.0,28.0,17.0,11.0,30.0,71.0,100.0,0.0,Partite,13.0,"0,52",10.0,0.0,0.0,0.0,1.0,2.0,"0,08",2.0,0.0,0.0,0.0,0.0,0.0,1198.0,1380.0,"86,8",25021.0,9274.0,309.0,348.0,"88,8",693.0,749.0,"92,5",182.0,248.0,"73,4",0.0,0.3,0.5,-0.3,4.0,77.0,0.0,0.0,78.0,1313.0,62.0,18.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B. Bereszynski,2022-2023,Napoli,it ITA,1. Serie A,3.0,2.0,1.0,1.0,1.0,2.0,2.0,"100,0",0.0,4.0,0.0,4.0,3.0,6.0,3.0,0.0,Partite,2.0,"1,09",2.0,0.0,0.0,0.0,0.0,1.0,"0,55",1.0,0.0,0.0,0.0,0.0,0.0,87.0,105.0,"82,9",1252.0,420.0,54.0,59.0,"91,5",26.0,33.0,"78,8",4.0,5.0,"80,0",1.0,0.2,0.1,0.8,2.0,5.0,3.0,0.0,7.0,84.0,21.0,1.0,0.0,2.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B. Bereszynski,2023-2024,Sampdoria,it ITA,2. Serie B,0.0,0.0,0.0,0.0,0.0,0.0,3.0,"0,0",3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,Partite,2.0,"2,00",2.0,0.0,0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,50.0,61.0,"82,0",821.0,246.0,23.0,26.0,"88,5",22.0,23.0,"95,7",5.0,9.0,"55,6",0.0,0.0,0.1,0.0,0.0,3.0,1.0,0.0,5.0,50.0,11.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B. Djimsiti,2022-2023,Atalanta,it ITA,1. Serie A,34.0,19.0,21.0,13.0,0.0,17.0,25.0,"68,0",8.0,17.0,7.0,10.0,36.0,70.0,74.0,1.0,Partite,10.0,"0,50",8.0,0.0,0.0,1.0,0.0,4.0,"0,20",3.0,0.0,0.0,1.0,0.0,0.0,953.0,1093.0,"87,2",16622.0,5292.0,419.0,457.0,"91,7",451.0,495.0,"91,1",68.0,109.0,"62,4",1.0,0.2,0.5,0.8,4.0,48.0,2.0,0.0,45.0,1047.0,45.0,29.0,0.0,3.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B. Djimsiti,2023-2024,Atalanta,it ITA,1. Serie A,27.0,16.0,18.0,9.0,0.0,8.0,16.0,"50,0",8.0,44.0,26.0,18.0,44.0,71.0,73.0,0.0,Partite,12.0,"0,50",11.0,0.0,0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,1082.0,1228.0,"88,1",21074.0,6475.0,339.0,387.0,"87,6",614.0,658.0,"93,3",114.0,150.0,"76,0",0.0,0.6,0.3,-0.6,5.0,21.0,2.0,1.0,49.0,1180.0,46.0,39.0,0.0,4.0,4.0,7.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B. Nuytinck,2022-2023,Udinese,it ITA,1. Serie A,7.0,4.0,3.0,4.0,0.0,4.0,8.0,"50,0",4.0,6.0,6.0,0.0,5.0,12.0,22.0,0.0,Partite,2.0,"0,47",1.0,0.0,0.0,1.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,113.0,139.0,"81,3",2516.0,1038.0,24.0,27.0,"88,9",67.0,75.0,"89,3",20.0,32.0,"62,5",0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,4.0,124.0,14.0,4.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B. Nuytinck,2023-2024,NEC Nijmegen,nl NED,1. Eredivisie,22.0,14.0,9.0,8.0,5.0,12.0,20.0,"60,0",8.0,45.0,34.0,11.0,19.0,41.0,88.0,0.0,Partite,13.0,"0,70",10.0,0.0,0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1150.0,"87,7",18905.0,6877.0,355.0,381.0,"93,2",557.0,590.0,"94,4",85.0,153.0,"55,6",0.0,0.2,0.4,-0.2,4.0,62.0,3.0,0.0,96.0,1115.0,31.0,19.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B. Pavard,2022-2023,Bayern Munich,de GER,1. Bundesliga,70.0,41.0,36.0,26.0,8.0,36.0,48.0,"75,0",12.0,35.0,16.0,19.0,44.0,114.0,83.0,0.0,Partite,45.0,"1,67",37.0,0.0,0.0,0.0,4.0,3.0,"0,11",2.0,0.0,0.0,0.0,0.0,1.0,2120.0,2400.0,"88,3",37520.0,14296.0,867.0,940.0,"92,2",1064.0,1162.0,"91,6",155.0,231.0,"67,1",1.0,2.4,3.9,-1.4,19.0,184.0,21.0,9.0,202.0,2242.0,152.0,34.0,2.0,16.0,45.0,117.0,0.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B. Pavard,2023-2024,Inter,it ITA,1. Serie A,24.0,15.0,12.0,10.0,2.0,15.0,18.0,"83,3",3.0,16.0,10.0,6.0,19.0,43.0,24.0,1.0,Partite,19.0,"1,68",18.0,0.0,0.0,0.0,0.0,1.0,"0,09",1.0,0.0,0.0,0.0,0.0,0.0,681.0,759.0,"89,7",12074.0,4146.0,276.0,297.0,"92,9",323.0,347.0,"93,1",68.0,92.0,"73,9",1.0,0.7,1.1,0.3,7.0,48.0,9.0,3.0,52.0,729.0,30.0,18.0,0.0,3.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B. Soppy,2022-2023,Udinese,it ITA,1. Serie A,1.0,1.0,0.0,1.0,0.0,0.0,0.0,"33,3",0.0,4.0,0.0,4.0,1.0,2.0,1.0,0.0,Partite,4.0,"4,00",2.0,1.0,1.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,22.0,32.0,"68,8",322.0,140.0,13.0,14.0,"92,9",7.0,10.0,"70,0",1.0,6.0,"16,7",0.0,0.2,0.0,-0.2,2.0,2.0,1.0,0.0,4.0,29.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B. Soppy,2023-2024,Torino,it ITA,1. Serie A,2.0,2.0,1.0,1.0,0.0,2.0,6.0,"33,3",4.0,2.0,0.0,2.0,0.0,2.0,3.0,1.0,Partite,3.0,"1,52",1.0,0.0,0.0,1.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,68.0,92.0,"73,9",1009.0,330.0,38.0,42.0,"90,5",22.0,32.0,"68,8",5.0,9.0,"55,6",0.0,0.1,0.1,-0.1,1.0,3.0,3.0,1.0,6.0,67.0,25.0,4.0,0.0,0.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. Biraghi,2022-2023,Fiorentina,it ITA,1. Serie A,65.0,38.0,29.0,29.0,7.0,32.0,65.0,"49,2",33.0,32.0,7.0,25.0,14.0,79.0,42.0,1.0,Partite,132.0,"4,66",59.0,68.0,1.0,0.0,1.0,6.0,"0,21",3.0,3.0,0.0,0.0,0.0,0.0,1433.0,1994.0,"71,9",27338.0,10270.0,603.0,677.0,"89,1",614.0,783.0,"78,4",196.0,456.0,"43,0",4.0,5.5,5.8,-1.5,82.0,114.0,35.0,23.0,161.0,1440.0,548.0,94.0,0.0,27.0,300.0,292.0,162.0,71.0,63.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. Biraghi,2023-2024,Fiorentina,it ITA,1. Serie A,38.0,24.0,14.0,21.0,3.0,25.0,46.0,"54,3",21.0,24.0,4.0,20.0,12.0,50.0,32.0,0.0,Partite,51.0,"2,53",25.0,21.0,3.0,1.0,1.0,8.0,"0,40",1.0,5.0,2.0,0.0,0.0,0.0,1101.0,1475.0,"74,6",20100.0,6806.0,464.0,502.0,"92,4",495.0,638.0,"77,6",123.0,277.0,"44,4",3.0,2.1,2.7,0.9,30.0,97.0,15.0,10.0,101.0,1081.0,391.0,76.0,0.0,14.0,173.0,236.0,79.0,23.0,39.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. Kabasele,2022-2023,Watford,eng ENG,2. Championship,26.0,18.0,18.0,8.0,0.0,13.0,18.0,"72,2",5.0,29.0,16.0,13.0,37.0,63.0,113.0,0.0,Partite,6.0,"0,29",4.0,0.0,0.0,0.0,1.0,0.0,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,866.0,1065.0,"81,3",16735.0,5923.0,279.0,314.0,"88,9",495.0,566.0,"87,5",86.0,152.0,"56,6",0.0,0.1,0.4,-0.1,2.0,39.0,2.0,0.0,46.0,1007.0,53.0,19.0,0.0,4.0,2.0,34.0,0.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. Kabasele,2023-2024,Udinese,it ITA,1. Serie A,10.0,7.0,4.0,5.0,1.0,2.0,11.0,"18,2",9.0,14.0,8.0,6.0,12.0,22.0,56.0,0.0,Partite,5.0,"0,52",3.0,0.0,0.0,0.0,1.0,0.0,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,257.0,314.0,"81,8",4608.0,1602.0,100.0,113.0,"88,5",127.0,147.0,"86,4",21.0,36.0,"58,3",1.0,0.5,0.0,0.5,2.0,22.0,0.0,0.0,22.0,269.0,44.0,11.0,0.0,1.0,2.0,17.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. Lykogiannis,2022-2023,Bologna,it ITA,1. Serie A,16.0,8.0,5.0,6.0,5.0,5.0,13.0,"38,5",8.0,9.0,4.0,5.0,15.0,31.0,30.0,0.0,Partite,29.0,"2,36",19.0,6.0,1.0,1.0,0.0,2.0,"0,16",0.0,2.0,0.0,0.0,0.0,0.0,518.0,731.0,"70,9",8881.0,3581.0,246.0,280.0,"87,9",219.0,287.0,"76,3",45.0,117.0,"38,5",0.0,1.5,1.5,-1.5,18.0,51.0,17.0,12.0,60.0,601.0,127.0,12.0,1.0,10.0,69.0,104.0,11.0,6.0,3.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. Lykogiannis,2023-2024,Bologna,it ITA,1. Serie A,9.0,5.0,4.0,4.0,1.0,5.0,9.0,"55,6",4.0,14.0,5.0,9.0,5.0,14.0,26.0,0.0,Partite,12.0,"1,53",9.0,2.0,1.0,0.0,0.0,2.0,"0,25",1.0,0.0,1.0,0.0,0.0,0.0,305.0,418.0,"73,0",4891.0,1553.0,167.0,189.0,"88,4",119.0,155.0,"76,8",17.0,54.0,"31,5",1.0,0.9,0.5,0.1,7.0,20.0,6.0,6.0,25.0,346.0,70.0,5.0,0.0,7.0,44.0,62.0,3.0,2.0,1.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. Okoli,2022-2023,Atalanta,it ITA,1. Serie A,21.0,17.0,14.0,6.0,1.0,10.0,25.0,"40,0",15.0,10.0,5.0,5.0,30.0,51.0,44.0,3.0,Partite,2.0,"0,19",1.0,0.0,0.0,0.0,0.0,1.0,"0,09",1.0,0.0,0.0,0.0,0.0,0.0,345.0,458.0,"75,3",5887.0,2267.0,156.0,190.0,"82,1",151.0,189.0,"79,9",28.0,49.0,"57,1",0.0,0.0,0.1,0.0,0.0,11.0,2.0,0.0,19.0,419.0,37.0,18.0,0.0,3.0,2.0,17.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. Okoli,2023-2024,Frosinone,it ITA,1. Serie A,33.0,19.0,15.0,17.0,1.0,14.0,25.0,"56,0",11.0,36.0,27.0,9.0,19.0,52.0,95.0,3.0,Partite,7.0,"0,34",5.0,0.0,0.0,0.0,1.0,1.0,"0,05",1.0,0.0,0.0,0.0,0.0,0.0,1006.0,1207.0,"83,3",18414.0,7284.0,404.0,451.0,"89,6",503.0,565.0,"89,0",87.0,162.0,"53,7",0.0,0.1,0.2,-0.1,3.0,52.0,2.0,0.0,67.0,1105.0,100.0,45.0,0.0,3.0,1.0,25.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. Smalling,2022-2023,Roma,it ITA,1. Serie A,26.0,15.0,16.0,10.0,0.0,13.0,21.0,"61,9",8.0,51.0,36.0,15.0,43.0,69.0,123.0,0.0,Partite,16.0,"0,51",14.0,1.0,0.0,0.0,0.0,1.0,"0,03",1.0,0.0,0.0,0.0,0.0,0.0,1173.0,1344.0,"87,3",22956.0,7520.0,335.0,366.0,"91,5",713.0,778.0,"91,6",113.0,162.0,"69,8",1.0,0.4,0.8,0.6,6.0,35.0,3.0,0.0,51.0,1315.0,27.0,25.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. Smalling,2023-2024,Roma,it ITA,1. Serie A,1.0,1.0,1.0,0.0,0.0,1.0,4.0,"25,0",3.0,6.0,5.0,1.0,5.0,6.0,6.0,0.0,Partite,2.0,"0,50",1.0,0.0,0.0,0.0,0.0,1.0,"0,25",1.0,0.0,0.0,0.0,0.0,0.0,185.0,212.0,"87,3",3564.0,1325.0,58.0,66.0,"87,9",114.0,121.0,"94,2",12.0,19.0,"63,2",0.0,0.4,0.0,-0.4,1.0,7.0,0.0,0.0,13.0,208.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danilo,2022-2023,Juventus,it ITA,1. Serie A,92.0,62.0,61.0,23.0,8.0,52.0,73.0,"71,2",21.0,39.0,20.0,19.0,47.0,139.0,114.0,1.0,Partite,62.0,"1,75",54.0,1.0,0.0,2.0,0.0,4.0,"0,11",3.0,0.0,0.0,1.0,0.0,0.0,1884.0,2225.0,"84,7",36469.0,13783.0,701.0,778.0,"90,1",914.0,998.0,"91,6",249.0,392.0,"63,5",3.0,2.4,1.3,0.6,19.0,187.0,13.0,3.0,176.0,2015.0,202.0,56.0,4.0,18.0,18.0,127.0,0.0,0.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danilo,2023-2024,Juventus,it ITA,1. Serie A,37.0,23.0,24.0,11.0,2.0,18.0,27.0,"66,7",9.0,21.0,8.0,13.0,27.0,64.0,65.0,0.0,Partite,34.0,"1,97",28.0,1.0,1.0,0.0,2.0,3.0,"0,17",1.0,0.0,0.0,1.0,0.0,1.0,981.0,1153.0,"85,1",19271.0,6876.0,343.0,367.0,"93,5",506.0,556.0,"91,0",123.0,200.0,"61,5",1.0,0.7,0.6,0.3,16.0,91.0,8.0,3.0,97.0,1040.0,106.0,22.0,1.0,13.0,12.0,46.0,0.0,0.0,0.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diego Llorente,2022-2023,Leeds United,eng ENG,1. Premier League,13.0,10.0,8.0,5.0,0.0,4.0,8.0,"50,0",4.0,6.0,2.0,4.0,15.0,28.0,24.0,2.0,Partite,6.0,"0,83",5.0,0.0,0.0,0.0,0.0,1.0,"0,14",1.0,0.0,0.0,0.0,0.0,0.0,356.0,429.0,"83,0",6969.0,2284.0,118.0,130.0,"90,8",203.0,228.0,"89,0",33.0,59.0,"55,9",0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,27.0,417.0,11.0,10.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diego Llorente,2023-2024,Roma,it ITA,1. Serie A,27.0,17.0,19.0,8.0,0.0,10.0,20.0,"50,0",10.0,30.0,20.0,10.0,16.0,43.0,54.0,0.0,Partite,12.0,"0,66",11.0,0.0,0.0,1.0,0.0,1.0,"0,06",1.0,0.0,0.0,0.0,0.0,0.0,1091.0,1194.0,"91,4",20964.0,6981.0,347.0,356.0,"97,5",634.0,672.0,"94,3",98.0,137.0,"71,5",1.0,0.5,0.2,0.5,2.0,37.0,1.0,0.0,48.0,1164.0,30.0,17.0,1.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodo,2022-2023,Fiorentina,it ITA,1. Serie A,40.0,22.0,20.0,14.0,6.0,22.0,46.0,"47,8",24.0,26.0,2.0,24.0,25.0,65.0,37.0,0.0,Partite,65.0,"2,51",58.0,2.0,1.0,1.0,1.0,5.0,"0,19",5.0,0.0,0.0,0.0,0.0,0.0,1222.0,1504.0,"81,3",21567.0,6692.0,535.0,596.0,"89,8",548.0,657.0,"83,4",117.0,191.0,"61,3",3.0,2.2,2.0,0.8,28.0,93.0,29.0,10.0,141.0,1272.0,229.0,21.0,2.0,8.0,61.0,208.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodo,2023-2024,Fiorentina,it ITA,1. Serie A,3.0,2.0,1.0,2.0,0.0,1.0,4.0,"25,0",3.0,2.0,0.0,2.0,3.0,6.0,6.0,0.0,Partite,6.0,"2,02",6.0,0.0,0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,152.0,186.0,"81,7",2804.0,957.0,59.0,67.0,"88,1",73.0,87.0,"83,9",18.0,26.0,"69,2",0.0,0.7,0.4,-0.7,6.0,14.0,6.0,2.0,26.0,158.0,27.0,4.0,1.0,1.0,8.0,23.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Bradaric,2022-2023,Salernitana,it ITA,1. Serie A,26.0,19.0,14.0,8.0,4.0,7.0,16.0,"43,8",9.0,20.0,5.0,15.0,21.0,47.0,44.0,0.0,Partite,42.0,"1,68",34.0,2.0,1.0,1.0,1.0,5.0,"0,20",5.0,0.0,0.0,0.0,0.0,0.0,857.0,1155.0,"74,2",13414.0,4480.0,462.0,535.0,"86,4",315.0,414.0,"76,1",55.0,144.0,"38,2",3.0,2.3,1.5,0.7,17.0,40.0,17.0,9.0,52.0,898.0,254.0,37.0,0.0,6.0,68.0,212.0,5.0,1.0,1.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Bradaric,2023-2024,Salernitana,it ITA,1. Serie A,28.0,19.0,12.0,10.0,6.0,14.0,21.0,"66,7",7.0,17.0,4.0,13.0,25.0,53.0,48.0,1.0,Partite,43.0,"1,89",35.0,5.0,0.0,1.0,1.0,3.0,"0,13",3.0,0.0,0.0,0.0,0.0,0.0,873.0,1124.0,"77,7",13223.0,4312.0,483.0,534.0,"90,4",302.0,389.0,"77,6",51.0,128.0,"39,8",3.0,1.1,0.8,1.9,24.0,44.0,10.0,6.0,56.0,919.0,204.0,18.0,1.0,6.0,48.0,182.0,3.0,2.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
